Gene	signal_to_noise_ratio
FCRLA	0.09890266784031715
TPM1	0.09892563080024477
AZU1	0.09892884100757517
ZFP91P1	0.09895097008368786
RPS14P8	0.0989559399034338
GEMIN8P1	0.09896818265631731
CBX1P1	0.09897525500426947
SLC25A10	0.09897617980229839
LINC00358	0.09898559112564893
CST2	0.0990034186792617
ISCA1P4	0.09901414741999828
DUSP8P1	0.09904213253894395
OR5BS1P	0.09904689276325615
NASP	0.09905437759640998
BTAF1	0.09906120439433246
LIPE-AS1	0.09906612991864198
OPCML-IT2	0.09911247207115201
GBF1	0.09915149224746958
PPIAP26	0.09916850375767665
LINC01643	0.09916850375767665
MIR641	0.09918279229712998
ZNF562	0.0992043345189247
LMX1A-AS1	0.09920458031727421
DDX51	0.09920746101384788
RNU6-351P	0.0992119373777285
OSTN	0.09926294779113633
YWHAQP9	0.09927063663455127
LINC02402	0.09928344232213204
THY1-AS1	0.099302346287419
AKR7L	0.09930468196185771
DGKZ	0.09931980944937187
MTND6P3	0.09933161829229091
DEFB108B	0.09933243068207633
RN7SKP20	0.09934911418033726
USP18	0.09935451933507707
RN7SL96P	0.09937933389919171
SETP7	0.09938138186055981
MT1G	0.09938178284043293
XPO6	0.09939278171450736
COL10A1	0.09939445498925009
GEMIN4	0.09942435832924663
ANKRD37	0.09944777592980385
TGFA-IT1	0.09944985344975621
AP002495.1	0.09946202097563692
NUP107	0.09946528102502047
ACTBP2	0.09948282166331467
ANKRD31	0.0994966642056327
H3P34	0.09950357957804815
ST13P2	0.09951064855554663
GAS8-AS1	0.09951785657151288
KRT8P5	0.09954683816559584
RNU6-1098P	0.09954829875032256
CD164	0.09962319376473615
EXOC4	0.09965256010617307
SEMG2	0.09966615423025296
BX322639.1	0.09966763185659845
TBC1D3P2	0.09967130290061324
AMPD1	0.09973256628219353
OLFM5P	0.09973289810383623
KRT8P23	0.09975770472488969
VSTM2A	0.09976335439473358
CALR4P	0.09976864340021709
SEC24D	0.0997734073137032
FAM157A	0.09977463402882353
SPATA6	0.09979551020095426
ADAMTS7P3	0.09980547748613569
AC009005.1	0.09982095090429384
TRBV18	0.09987223923867632
LINC02141	0.09987231069850339
ASIC5	0.09987543921184214
TRIM26	0.0998874636288972
RNU6-598P	0.09990244101811205
RN7SL19P	0.09990500696556116
PPCDC	0.09990710997619874
FLJ42969	0.09993708039471078
ZNRF3	0.09997973689514099
CHID1	0.0999875596816058
TSGA10	0.09999503227989011
CDC42EP3P1	0.1000019360177347
CYP2R1	0.10004567589673162
LINC01695	0.10006605631170946
MRPS33P3	0.100072551307993
FOXD2-AS1	0.10009617643298711
LINC01097	0.10009885019004637
KNTC1	0.10011661063392774
TEF	0.10012896021250256
RPL34P20	0.10013350556014017
DGCR8	0.1001335985126454
JPT2	0.10016245586351519
TMEM214	0.10021150504729266
TNP2	0.10021466570434098
SNORD114-21	0.10022584955406813
GTF2H5	0.1002408115397215
LINC00328-2P	0.1002857808806251
LINC02239	0.1002857808806251
ZPBP2	0.10029473547606194
ZGPAT	0.10030390787930454
AFAP1-AS1	0.10030881299078123
PHF5FP	0.10031322208236859
PRSS40A	0.10033838549799089
USP42	0.10033856814634723
MIR3936	0.10036512447004929
ZNF518A	0.1003906697727957
ATP6V0CP1	0.10039353493353599
CCDC22	0.10040110836880706
SPDYC	0.10041458844714195
PUM3	0.10041935255407332
ADGRA2	0.10042899384140536
WDR93	0.10043000816204442
LINC01762	0.10045477628258208
RPS17P7	0.10047897047353406
RNA5SP368	0.10052685528378487
TRAJ48	0.10053586179509875
JOSD1	0.10056404802532974
HOTAIRM1	0.1005832869996974
LIMK2	0.10059879345733175
EFHD1	0.10060295351132643
RNA5SP454	0.10061279983343038
BARHL2	0.10063073628831384
DPPA2P2	0.10063073628831384
CLEC4M	0.10065486430882944
BTBD6P1	0.10065525017941064
LINC00205	0.10066119662264149
AC116535.1	0.10066137600347952
HRH3	0.10066672647189287
OTOG	0.10067135588533918
OR8I1P	0.10067408387317484
HIGD1AP11	0.1006930065740386
CEACAMP10	0.1006930065740386
RNASE2	0.10070346511473496
ZFP36L2	0.10071190886995095
DEAF1	0.10073862504766572
FAM153CP	0.10074414974460005
DNAH12	0.10074577644322334
OPHN1	0.10075027462092984
FANCA	0.10075585898800835
PARP4P2	0.10075823735739739
GTF3C2-AS1	0.10076478653084392
LINCR-0003	0.10078606432060862
UTP4	0.10080725245511268
IGKV1D-27	0.10081607230240949
LINC01375	0.10081607230240949
RNU6-538P	0.10082652853104833
PTCH2	0.10083326403033396
OR6L2P	0.10084038614106029
FUT8-AS1	0.1008583031449284
RN7SL681P	0.10087107756895193
MS4A12	0.10089140208125685
PDP2	0.10089531740492061
AGAP11	0.1008995510351448
F9	0.10090467955457234
PBXIP1	0.1009240564592273
H3P33	0.10095239606999346
RGMB	0.1009652613921173
PLXNB3	0.1010002733901845
FABP5P11	0.10100830391602818
RNU6-892P	0.10102095307458725
HMGB3P16	0.10102270121818326
KHDRBS1	0.10104715261980919
CSNK1G2P1	0.10106775115502166
SNORD13E	0.10108375600587315
MDGA1	0.10111924208912275
AMY1B	0.10112161702248743
GATA4	0.10121722026360334
RPS4XP15	0.10123826946693446
LINC01772	0.10126232493716074
LRIF1	0.10127499291109379
AC012464.1	0.1012750693150083
EBI3	0.10130327262866543
CBX3P7	0.10130452800535852
RN7SL634P	0.10135281652957953
RBFADN	0.10135577987355117
LINC00272	0.10137461236270279
B4GALT1	0.10138219494022888
SLC66A3	0.10138565897872753
TMEM63A	0.10139337222773208
LINC01872	0.1014076509902692
SH3BGRL3	0.10141843853056637
LINC02123	0.10141851393661071
TEX41	0.10142947339715917
CCDC172	0.101439374898052
RNU6-946P	0.10144075211523011
CAND1	0.10145083312738519
LINC02299	0.10145670714434782
LBP	0.1014615101012127
KRT18P44	0.10149779684832888
RNA5SP104	0.10152383887507484
HPD	0.10155667192969034
ELAVL1	0.10156022546136483
RAB9B	0.1015632573854258
BRD9	0.10159330430424238
MAPK8IP3	0.10160992750994866
CBLN3	0.10161743929691419
ITPRIP	0.10163203191074163
PPP1R2P6	0.10164214152172223
ZNF705A	0.10165161253034753
FMOD	0.10166260887780779
ELMO2P1	0.1016662128616658
RNU6-301P	0.10169382665683649
RPS3AP39	0.10169439464743228
ZNF557	0.10169522775284168
PIP4P1	0.10169561938191178
DNAJC17P1	0.10170304920214954
TGM7	0.10173363011944243
FGF14-AS2	0.10175848718023653
RFFL	0.10176509879415474
ZNF502	0.10177206508862008
FLJ36000	0.10178352996005934
RCE1	0.10178852905927956
AC079341.1	0.1017938193778651
RN7SKP288	0.10180319466892099
INSYN1-AS1	0.10180612343914765
POLQ	0.10181405639200815
MIR4999	0.10182138603098503
SUMO2P8	0.10182422303832002
KIAA1614	0.10184201927185299
MEIG1	0.10184671946371562
ZNF578	0.10187573529756733
GGCTP1	0.10190332261050575
PAWR	0.10190648360490027
AC013270.1	0.10194185928101163
ARHGEF7	0.1019433922055437
SIGLEC6	0.10195794870205696
IQCG	0.10196419532240748
EPOP	0.10198142208606252
RN7SL614P	0.10199425391825623
SLC10A5	0.10199664035753755
CLGN	0.10199848491112959
BACH1-AS1	0.10204536759961941
CDH17	0.10205157299172614
ATP9A	0.10208582547579861
BNIP3P9	0.10209895085441036
PRKAG3	0.10212005473363399
RBM28	0.10213112890850343
RNA5SP321	0.10213901540238986
RNA5SP511	0.10214874920336893
RAB3D	0.10214904462091719
AC012184.3	0.10218259226253854
DPPA3P3	0.1021871228815803
TBX22	0.10219068266916966
SNORD115-9	0.10219411377727905
RN7SL559P	0.10220677345701747
TMEM184A	0.1022236772943987
CHRNB4	0.1022263617958764
SMG1P7	0.10224574015262598
LINC00838	0.10225652926474407
WFDC1	0.10225678018913538
GPR27	0.10225835935544043
FRA10AC1	0.1022591423331076
MIR656	0.10226218964682465
CCDC74B	0.10230146058327588
FLJ42393	0.10230228722559924
COX4I1P1	0.10231121938629299
MED13L	0.1023334364810637
VN1R10P	0.10233442035971609
ROPN1	0.10233653026527442
LINC02731	0.1023641635573035
CACNA1S	0.10236831364354285
ALG13	0.10237455468663623
FOXO1B	0.1023942800004832
RN7SL308P	0.10240279407574449
ASMTL	0.1024070868566987
PLA1A	0.10244604250112081
SMC4	0.10244876811648206
DNAJB2	0.1024504997514831
SRSF8	0.10246306912277461
TMC3-AS1	0.10247063296000576
BTN2A2	0.10247554379043022
HOOK3	0.10249021193633126
CCDC144A	0.10250497586124464
HMGB3	0.10251039679826822
PP12613	0.10253505555209756
CAPZA1	0.10257690613479839
GSTCD-AS1	0.10258372044551733
DDX10P1	0.10258900993199181
NFILZ	0.10259019107824378
OTOL1	0.10259700338673851
SPIN3	0.10262428201147158
TET1P1	0.10262740604783568
TRAV8-5	0.10264240634409695
UBXN8	0.10264633516293488
LINC01290	0.1026556121591323
MIR320A	0.1026611391580241
IPO11	0.10267216791719802
RUFY2	0.10267446210775871
CDCA4	0.1026812889686316
KIF13B	0.10269168540886327
RNU6-1279P	0.10273288274592197
STX5	0.10274080589650401
FAM177A1	0.10276513106604156
HMGB1P38	0.10278021183133385
HSPD1P13	0.10278873595418166
JARID2	0.10280541057267334
EEF1A1P33	0.10282122566896602
PAGR1	0.1028236849564459
HERC2P9	0.10282694910686761
MIR500B	0.10289145669888206
GFRA3	0.10289335626697911
RALGAPA1P1	0.1029002980785954
FLVCR2	0.10292190062519134
MIR1305	0.10292798078468547
ADCY2	0.10293146622773738
B3GAT1-DT	0.10294367072814266
RPL22P14	0.10295704450349343
LINC00106	0.10295754035006328
GOLGB1	0.10297871740724107
SBSPON	0.10298629632837426
ARRDC3-AS1	0.1029940982377074
ANO10	0.10300897229134086
TBC1D25	0.10304297602485715
ZNF587	0.10306200068689864
TGIF1	0.10309367506840911
AL160408.1	0.10310524060238548
PTAFR	0.10313623058781946
LINC00680	0.10314319058864038
HOXD4	0.10315255158042444
FOXN3P2	0.10315689206124372
AC090152.1	0.10315816439489946
NCOR2	0.10316412539078124
OR52E8	0.10317669272279878
ZNF572	0.1031959625898514
SYT5	0.10320557673817639
LOXL1	0.10321657811776486
ZNF788P	0.10323145069831276
TNXA	0.10326533170307899
CACYBPP3	0.10328490299357612
CT55	0.10331628553921272
MIR5587	0.10333407921474684
ARID3A	0.10334150551064691
PDCD1LG2	0.10335803584744012
TARDBP	0.10336332102208166
ZNF275	0.10336974082642673
CEND1	0.1033837269247435
ZBTB32	0.10339770960264388
C14orf28	0.10340279107905802
PANX2	0.10342808440595098
RTL5	0.10346892701651207
ATP12A	0.1034701256561859
GSTT2	0.10348393745900943
ZNF845	0.10348956473712351
RBMS3	0.10349379821047609
LINC01550	0.10350062396461411
ARHGAP8	0.10350353239466531
DEFB135	0.10352393107936947
AP1M1	0.10354663373278043
CSF1	0.10359572813573206
FAM87A	0.10360561853425594
CXCR1	0.10361538702643058
HYAL3	0.10361704203826114
WDFY3-AS1	0.10362875212256407
RUVBL1	0.10363256712241013
ADCY6	0.10363351439506503
ACACB	0.10364333238406451
MIR3134	0.10364698003322136
S100PBP	0.10365807965191047
CDH9	0.10368085531365842
LRRC4C	0.10370019461662065
SLC25A6P4	0.10371845625333004
CMTR1	0.10372766264617836
FAM8A4P	0.1037607987764926
PEX11G	0.10376241532911865
MTATP6P11	0.10377866467233292
COL4A6	0.10378430276437065
CLASRP	0.1037958107967366
GOSR2	0.1038030947909909
IGFBP4	0.10382711791372551
NUP153	0.10385388350016883
RPL23AP43	0.10386001474492318
RN7SL76P	0.1038638878254099
LINC01526	0.1038694684888283
PTPRA	0.103869655996188
CPNE5	0.10387763296079755
LINC00845	0.10388991069709193
FGF21	0.10389472130051838
ENO1-AS1	0.10391531645763973
NKAPD1	0.10392480278055467
C6orf118	0.1039321412357237
LINC00294	0.10395522973223975
CEP192	0.10397811680846016
FRMD7	0.1039860966035228
FAM133A	0.10399374679175379
KIAA0895LP1	0.10399468882673488
PARP15	0.10402119195227988
FARP2	0.10402163471012218
YBX3	0.10406965035965629
LINC01293	0.10407468540804535
RPL30P11	0.10407843892422845
NCALD	0.1040813536756746
PTPN2	0.10409694317682439
SRSF11	0.10410270554769338
OR6C6	0.10410511582091715
MAX	0.10411244023230976
ELAVL4-AS1	0.10419043257466168
FAM135B	0.1042030215851477
OR51A8P	0.10420337846924807
SMPD3	0.1042044187568702
PNMA8C	0.10425341591827658
UBE2V1P5	0.1042772787780119
RPL7AP26	0.1042829656141943
ADGRE4P	0.1042928990035652
SPDYA	0.10429485568711294
USP2	0.10429952403281435
NPAP1P2	0.10431526434964841
RNU4-33P	0.1043227826101531
OR2J1	0.10433891593101621
SNORA10B	0.10434502014122371
ACR	0.10436026267547927
NOL4L-DT	0.10438592643552913
RN7SL350P	0.10438806860934653
PCBP1	0.1044264563646077
CMBL	0.10442957932234116
RPL7P46	0.10444027824434295
TTC8	0.10444108650519024
MIR2278	0.10444978085909101
ATXN3	0.10448696859856228
OR52W1	0.1044913199712446
LINC02018	0.1045183447260732
GBP6	0.10451990570493137
PURPL	0.10452619088685842
ERI3-IT1	0.10452674816844083
RNU6-1291P	0.10455575084895563
BRAT1	0.10459830400230534
GCNT1P1	0.1046031893076848
CACTIN	0.10462173738323502
NTNG2	0.10462728508521463
SREK1IP1	0.10462968390155432
ATP11C	0.10463884992870409
CASC22	0.1046656208860587
CAPZA1P4	0.1046656208860587
SNX1	0.10466738958174927
CDC37P2	0.10467531741581108
TMEM243	0.10468648754656278
CCND2P1	0.10471244986158454
USH2A	0.1047298055543976
VWA3B	0.10473264877283278
NAA16	0.10473718890351778
RN7SL390P	0.10476453309940192
SLCO4A1-AS1	0.10477645090083584
SMC1A	0.10479416702657629
AEN	0.10479790698854069
PALLD	0.10484440344451987
FCF1P6	0.1048513825302158
MPRIP-AS1	0.10485453267350313
AC127526.2	0.10486112944719739
ZBTB8B	0.10488633275850391
HGF	0.10489957855545001
HNRNPA3	0.1049083247027023
RN7SKP226	0.10490839674723093
C20orf202	0.10491098545384683
CCDC39	0.10492587497083725
NXT1P1	0.10493015927304034
AC037441.1	0.10493074968706499
SH3YL1	0.10494500329010416
AC012313.8	0.10495766702739259
AKIRIN2P1	0.104963715043566
LINC01365	0.10500097280594131
RAD51D	0.10501507216837888
RPL3P11	0.1050615833051319
LINC02878	0.10508573256345724
HNRNPA1P62	0.10509826444156907
RDM1P5	0.10512731477442817
MTND2P26	0.1051446414369239
PPIA	0.1051978614449127
BRPF1	0.10522538974005649
AC136759.1	0.10523597487595039
SPCS2	0.10524403866797695
RPL31P14	0.10524825719724587
RNU6-1023P	0.10524864725824817
FBXO44	0.10527033613553308
AC002463.1	0.10528145191327352
JRKL-AS1	0.10530056907410874
DNAI1	0.10530290462692704
BRPF3	0.10531260494437195
ZNF525	0.10534262425766654
TCEA1P3	0.10535134038608976
SCAT2	0.10537195682543832
RPS3AP53	0.1053795463000086
RNPS1P1	0.10540119915564601
TGOLN2	0.10540941428406939
NSA2P6	0.1054255382987226
MGAM	0.10543240159179755
SH3GL2	0.10543271094161745
ACTR3BP4	0.10547150911271196
LRRC36	0.10548935745411775
PACS1	0.10550032996618153
IMPDH2	0.10551821263080478
YWHABP1	0.10551939957583734
CUEDC1	0.10552499338256094
OR7E33P	0.10553505438179753
HAUS3	0.10561205063754978
MIR6504	0.10563628524613881
AC005759.1	0.10564050778810483
MZT1	0.10567009492792087
MARK2P15	0.10568695207077299
CCDC146	0.10569562103351561
MIR4282	0.10570790451223862
ZNF599	0.1057201456791401
LINC02015	0.10572599158404895
HNRNPA1P31	0.10573189151283012
TMEM202-AS1	0.1057346926672997
TMSB15B	0.10573497668045788
PDLIM1P2	0.10574330232352386
KIF9-AS1	0.10575983147375097
MIR548AY	0.10578659613595372
ERMN	0.10585362214550371
NUP160	0.10586847649806637
TMEM31	0.10587475206677838
AGGF1P8	0.10587644986078312
ZNF319	0.10589470574142598
RPS4XP10	0.1059392253750773
CT75	0.10594601920059508
NACAP7	0.10595806151528554
CALD1	0.10596918700508796
SPATC1L	0.10600956008104037
LINC00462	0.10603397178113119
P3H1	0.10603978161120067
CENPT	0.10605509917455454
ZNF740	0.10609992760593984
NISCH	0.10612557511568618
MIR6746	0.10614472185382624
LINC02672	0.10616173096964679
E2F3P1	0.10617362466085623
PIGV	0.10619082699797394
VN1R51P	0.10619088161995544
RN7SL459P	0.10619088161995544
SYT1	0.10621106721990375
SLC25A48	0.1062464090479282
WASF1P1	0.10624860077279753
RBM44	0.10625008030100083
TPSD1	0.10626567886223393
TGIF2LY	0.10626571606420397
RN7SKP287	0.10626571606420397
DNAJA1P1	0.10626571606420397
RNU6-364P	0.10626648974890374
TXLNG	0.1062693496275734
TYK2	0.10630778832843575
CEBPD	0.10631326576213657
MMP27	0.10633253095005464
ELAC1	0.10633772941649904
CA15P1	0.10637157148469663
LINC01126	0.10637194239295746
FAM242A	0.1063732444278233
PRSS16	0.10638189216187216
TRPM3	0.1064057433523341
TNXB	0.10643762299041004
DDX19B	0.10645027925177504
NXPE4	0.10648068264981353
RNU7-171P	0.10648283648021883
LINC02059	0.10650912469595697
PSMD6-AS2	0.10651924098713297
OR7E10P	0.10652695216041806
AP000802.1	0.10660022801299153
RPS28P1	0.1066157606165132
ASB6	0.10661920151475558
ANKHD1	0.10662030276820961
LINC01331	0.10662814054938728
FAM86EP	0.106648486468658
AC011921.1	0.10666230443234773
CFAP52	0.10666855998442619
ARHGEF37	0.10668818880744567
CACNB4	0.10669382794626324
MIR500A	0.1066985571586833
RN7SKP253	0.10670983013322573
JUND	0.10671288834126226
LILRB1-AS1	0.1067429298938301
GRIP2	0.10674805360571604
MTND6P5	0.10674913618491849
MRPL40P1	0.10674966584980748
RHAG	0.10675665881121024
RNASE10	0.10676535400510385
PLPP1	0.10681211423475341
DCLK2	0.10683902319024763
RNU6-530P	0.10684932661794448
RN7SKP172	0.1068751316039453
OPRL1	0.10695066362156642
AANAT	0.10696608192144207
USP21	0.10697021748349907
MARCHF6	0.1069847750160978
LINC02232	0.10699977545528572
TNN	0.1070084724567967
TNFRSF18	0.10701140171710505
LRRTM3	0.10701973028748035
GPATCH11	0.1070237332228091
RNA5SP482	0.10707816190157735
ZNF350-AS1	0.10708946710024746
ABCG1	0.10709973999964631
AL121603.2	0.10710937049433136
HSD3B7	0.10712260083976653
PMS2P4	0.10713258375713873
DNASE2B	0.10715639800587172
AR	0.10717587969638483
MED27	0.10717981045266213
GGT3P	0.10719261883237764
VENTXP6	0.10724263784750064
MT-TC	0.10728208652607556
GNB5	0.1073015539380891
DECR2	0.10730869619803543
RPL35AP13	0.10731056632769738
ANXA8L1	0.10734881115106293
AK4P3	0.10740367751813154
LINC00365	0.10744086153328426
ZNF222	0.10744197935416859
PHBP16	0.10744605988196773
ZC3H10	0.10744644585375075
ZNF296	0.10745237837452667
SIGLEC14	0.10746491273211396
MIR6747	0.10748463776078916
PSMD8P1	0.10748918007375287
MMP20	0.10750288777139227
PRLHR	0.10750621989989018
DUTP6	0.10750991163675121
ZNF888	0.10752643023480507
ACTBP15	0.10752900640818046
FTCD	0.10758136949323996
RNA5SP337	0.10759897856129222
BEST4	0.1076133456091321
FAM87B	0.10761897137679674
NOP14-AS1	0.10763428130865477
HOXC4	0.10764941148427148
MIR6766	0.10765292796863303
URB1	0.10767288030687816
TANC1	0.10767363285100809
LINC01583	0.10767797959807676
LINC01176	0.10771654711738918
KMT5AP2	0.10772149245420429
RNPEP	0.10774091321825588
THRAP3P2	0.10774522485109597
IL12B	0.10775213267670662
MIR3920	0.10776852976724598
SLC1A7	0.10777781157810719
MIR6799	0.10778646369478447
MRTFA	0.10780287144417555
AC069224.1	0.10785125937349921
ERLIN1	0.10788851376535413
Z97634.1	0.10789107245665636
RPL17P13	0.10792178329053961
CYBC1	0.10792248679756677
USP3-AS1	0.10793957227934144
AA06	0.10794680458372692
ZNF616	0.10794902563383853
RAE1	0.10795106552729239
MIR450A2	0.10796609192012402
MCTP2	0.10808910667295649
ZBTB22	0.10809389693695168
PC	0.10811369682515286
LINC00994	0.1081333941795048
RNU6-89P	0.10816571505225064
HIGD2AP2	0.10819873437974717
TMEM39A	0.10820566420124375
PRPF8	0.10822350511726851
TAS2R64P	0.10822509316201007
AL133383.1	0.10823180263634083
CASP2	0.10828132728539086
UBE2V1P13	0.10830867507035792
ANKZF1	0.10831132965302892
PTGES3P3	0.10832756355918623
TSSK6	0.1083289881381605
AC005264.1	0.10833543553009947
LGR6	0.10834850118349895
SUPT5H	0.1083498881346056
CHCHD2P4	0.1083585085462392
GCN1	0.10837443302904567
RNA5SP165	0.10838257259102839
RIT2	0.10840669891356025
FAM181A-AS1	0.10843066561447602
PHF13	0.10843321271402122
ZNF135	0.10844342249413909
SNX11	0.10845837293952641
MOB1AP1	0.10845909605396727
TMEM225	0.10850507738257338
CEACAM7	0.10850624873821504
BACH2	0.10850633391654205
ODF3L1	0.10851624285669961
C11orf91	0.10858263780396749
ZRANB2-AS1	0.10858616179159127
MYH2	0.10858888140993107
GPR119	0.10858992204156596
COX6CP18	0.10859829614409977
RING1	0.10862013283848294
NSF	0.10865040438767848
ORC5	0.10865971570735515
GABRA3	0.10867928649462161
LRRD1	0.10874402433582711
MYL6P5	0.10875224159556594
RNU6-1226P	0.10875688787335341
ZNF621	0.10882880241657737
SUB1P2	0.10884800176258415
SCN1A-AS1	0.10885499069564594
CLUHP4	0.10886456130661716
PRICKLE2-AS2	0.10886957410902555
OR4K14	0.10887113216761944
IP6K1	0.10890774372282828
DCN	0.10891444357774943
UNC13B	0.10891960349838244
ZNF56	0.10893250249167521
OR56A1	0.1089739315716524
LINC02294	0.10903790943463935
ANKRD55	0.10906579767670312
RNF103	0.10911076335753549
SMPD4	0.10914031630911661
LINC01507	0.10914347259513187
ZNF706	0.10917170069094768
HS3ST3A1	0.10918013546629254
PPEF2	0.10922625486856924
LINC01273	0.10924747181936116
KCNC2	0.10926504838739377
SNRPCP11	0.10927982360335817
TXNIP	0.10928001959975782
MIR3145	0.10928342870774582
XRRA1	0.10929336232769106
MYCL-AS1	0.10929612833472609
MIR4633	0.10929768092339096
RN7SL853P	0.10932964227376935
CST8	0.1093547817426418
HS6ST1	0.10937942368434414
NKAP	0.10940370719035651
TFCP2	0.10943752708908189
MAILR	0.10945477946488252
OGFOD2	0.10946821513621931
AL359313.1	0.10947008092432371
MYBL1	0.10947035680643181
ARHGEF4	0.10948413249993204
IGKV1-39	0.10952149548206092
DCAF8L1	0.10952346259762463
CSTF3	0.10955162498911482
PNRC2P1	0.10955921527492052
MTND5P5	0.1095989793371702
SESN3	0.10960794311615812
HINT2P1	0.10963278315199854
PRAMENP	0.10964070774744333
KLF7P1	0.10964849526597452
CAMK1D	0.10967125925781483
MIR4504	0.10968321881350246
ZNF280D	0.10968969423375953
DIPK1C	0.1097168855491437
WASHC2C	0.10972182959716725
RNA5SP268	0.1097311711068759
LRRTM4-AS1	0.10974279403091033
LINC01821	0.1097490291271982
ACOX3	0.10975830379724023
LINC02823	0.10976205427791919
THRAP3	0.10976453241179766
GXYLT1P3	0.10979785959269796
MIR4474	0.10980459596829026
BNC2-AS1	0.10981414396150266
ATXN7L2	0.10985447320839536
EZH1	0.10986550667995099
NCOA7	0.10987082723918756
SPDYE12P	0.10987626183004319
POLDIP3	0.1099683893441093
HNRNPA1P73	0.10998760960828534
SLCO2A1	0.1099885358667535
NR4A2	0.10999033159410082
SZRD1	0.11001590376075053
SPATA45	0.11002799756469549
DTWD1	0.11004497812763482
TDRD12	0.11006113814126918
SCARNA5	0.11006396793171462
AXL	0.11008597692233404
RPS2P7	0.11010711612440675
RN7SL359P	0.1101174068521419
S100A11P2	0.11011888700899912
ZNF195	0.11017706428727302
TTC41P	0.11017713956997796
EIF4A1	0.11018076306843262
TFDP3	0.11020662435460286
AFF1	0.11021418500851843
CTBP2P10	0.11021726393197731
NUP35	0.11022019468854906
SLC25A15P4	0.11026502659777787
LINC01873	0.11026577980173415
RALGDS	0.11027966650499789
FAM237A	0.11029170197846612
DPY19L1P1	0.1102959032081724
PTN	0.11032119110438247
TCF3	0.11032407102215756
RNU6-48P	0.11036156239475854
TRAJ30	0.1104011666273841
POU5F2	0.11041457973414502
ZNF549	0.11042062285787181
PPWD1	0.11043048091699705
HOMER3	0.11043783586129642
YWHAZP1	0.11046839490820867
LINC00551	0.11049390789320347
MT1F	0.1105204415430573
ARFGAP2	0.11056145084092432
C19orf54	0.11058206366038316
LINC00111	0.1106024257784928
TICRR	0.11061614033438437
SNORD115-14	0.11064015364796204
GRAMD4P3	0.11067620258180412
DDX10P2	0.11069452530811344
LAIR1	0.1107081150533002
RNU6ATAC10P	0.11071216713292271
SNHG7	0.11077394047649884
ILF3-DT	0.11078868986342572
ZNF92P2	0.1108114456881811
TEX47	0.11084049416002348
PRRC2A	0.11088316152667767
PPM1B-DT	0.110936117201508
RPL18AP15	0.11094081359709876
LINC01719	0.11095139693866302
SNRPFP1	0.1109533022035347
NELFA	0.11096919697458354
GRIN3A	0.1109919355512134
IGHV3-48	0.11099473981930315
GCC1	0.11100377088402251
TECTA	0.11102479526519525
LRCH3	0.11105166758223677
TLCD5	0.11105493292276078
VN1R17P	0.11106390648644537
AC114296.1	0.1110712612630236
MATR3	0.11108517442700398
RN7SKP261	0.11111788334571354
RPL7P50	0.11111799110543968
RNF38	0.11121379897163516
RN7SL571P	0.11122123547954457
MROH2B	0.11122985907548577
HDGFL2	0.11123641862231631
RPS3AP50	0.11123820074298477
DDIAS	0.11125173377839244
RRM1	0.11125782078112852
AC007920.1	0.11126312361110223
RNU1-64P	0.11127200364948
USP51	0.11127530178819577
LINC00388	0.11127998953419876
PPBPP2	0.11127998953419876
TRIM53BP	0.11127998953419876
SPIB	0.11129737973982974
SPATA17	0.1113343661661139
ANXA1	0.11134265754844962
KIF18A	0.11135739918391162
GLYATL1	0.1113760966045732
CHCHD2P11	0.11137842019525697
C17orf99	0.1113981105667878
MAPRE1P2	0.1114035334878632
NPM1P11	0.11145432485521789
C2	0.11145548714386501
GSN-AS1	0.11146743578009471
CGB2	0.1114799150795588
RDM1P2	0.11150190169597424
MT1E	0.11150385131983631
EGFLAM-AS4	0.11151335165175497
AL162385.2	0.11155058721388769
CLCN3P1	0.11155566170016323
CRIM1-DT	0.11155918854452643
LCT-AS1	0.11156068304343998
BACH1	0.11158024124383475
CSTL1	0.11159609111090665
RN7SKP126	0.1116073012202242
OR7E43P	0.11160814897351552
AC106876.1	0.11161240545371162
ILF3	0.11163534888786733
MIR644A	0.11164211227418745
SMTNL2	0.11166027085468828
DDTP1	0.11166746166312931
AL358075.2	0.11168447534312058
UBE2CP4	0.11169029618978148
OR7E111FP	0.11169102570267182
ADPRS	0.11169718488370999
PART1	0.11172410012347586
SNORD115-11	0.11172818047706201
FAM193B	0.11173464844345911
SMARCD2	0.11174467180306381
CLHC1	0.11176538761400728
HES2	0.11179137851722865
MED30	0.11179702641295725
LINC01275	0.1118201239876022
MTND6P2	0.11182328159350982
DNAJB6P3	0.11183594251333356
TRMT13	0.11184316751787621
TSC22D1-AS1	0.1118497442862562
ACAT2	0.11185673808294405
CFAP70	0.1118840062707509
FLRT2	0.11189104173368596
LINC01216	0.11189464675468766
SSC4D	0.1119052593576152
RDXP1	0.11190778653646721
DYDC2	0.11192054117714925
NCR1	0.11197602380824451
CACHD1	0.11200172618420738
RBM48	0.1120262653512951
GTF3C4	0.11202890863868861
ANKS6	0.11204450523382056
HTR1D	0.11204809922555545
PSMA6P2	0.11205428488286921
FAM91A1	0.11207086890973197
NBEAL2	0.11208943954643327
TNS4	0.11210072191002889
PPP2R3B	0.11210514875649304
RCL1	0.11211007224386026
LINC02021	0.11212283243286787
BNIP3P28	0.11215682716703956
BRSK1	0.11221139873284211
FLJ12825	0.11221547633509094
