	S2N	p-val	FDR
LOC440993	-0.6861624121665955	0.0034430809138980343	0.038580212409167126
IL1R1	-0.6863235235214233	0.0034385912401476604	0.03855145413870246
IFNGR2	-0.6866409182548523	0.003426618776813329	0.03843872411863458
RHOH	-0.6873311996459961	0.003399181881672154	0.038152295632698764
GSK3B	-0.6875786781311035	0.00339469220792178	0.038123249299719886
ZNF513	-0.6877856850624084	0.0033887059762546146	0.03807735426008969
XIST	-0.6882773041725159	0.0033737403970867004	0.03793045429052159
FLJ20920	-0.6887092590332031	0.003359772523196648	0.0377946127946128
PRDM1	-0.6887295246124268	0.0033587748179187867	0.0377946127946128
GCLC	-0.6890481114387512	0.003349296617779108	0.03771910112359551
SPRR1A	-0.6895087361335754	0.003331836775416542	0.037543563799887575
DYNC1I2	-0.6898388862609863	0.003319864312082211	0.037429696287964005
PALLD	-0.6900246143341064	0.003313379227776115	0.03737760270118176
SOS1	-0.6900732517242432	0.0033118826698593238	0.03737760270118176
TBC1D10B	-0.6900850534439087	0.0033108849645814625	0.03737760270118176
MEGF6	-0.6901808977127075	0.0033053975855532277	0.037350620067643746
ALAS1	-0.6902118921279907	0.0033039010276364363	0.037350620067643746
EFNB2	-0.6903021335601807	0.0032999102065249925	0.03733069977426636
TOM1L1	-0.6906340718269348	0.003288436595829592	0.03722190852625635
B3GNT3	-0.6907852292060852	0.003281951511523496	0.037169491525423724
PPP2CB	-0.691058337688446	0.0032684824902723736	0.037037874505370265
LOC283345	-0.691213846206665	0.0032639928165219996	0.0370079185520362
PLEKHA9	-0.6913411617279053	0.0032585054374937644	0.03696661007357102
CHST7	-0.6914435625076294	0.00325351691110446	0.03693091732729332
TMEM76	-0.6915127635002136	0.003250523795270877	0.03691784702549575
ACVR1	-0.6915479898452759	0.0032500249426319467	0.03691784702549575
C3ORF40	-0.6916185617446899	0.0032500249426319467	0.03691784702549575
FLJ14107	-0.6916393041610718	0.0032500249426319467	0.03691784702549575
CCS	-0.6917060613632202	0.0032490272373540854	0.03691784702549575
FDPS	-0.6920721530914307	0.003235059363464033	0.03684659090909091
ZC3H11A	-0.6921543478965759	0.0032315673949915194	0.036827743035815805
FRMD6	-0.6924290060997009	0.0032215903422129102	0.036734926052332195
LOC144920	-0.692739725112915	0.0032131098473510925	0.03665907797381901
PXDN	-0.6930021047592163	0.0032036316472114136	0.03657175398633258
NAB1	-0.6932771801948547	0.003195151152349596	0.0364957264957265
KIAA0195	-0.6934977173805237	0.003190661478599222	0.03646522234891676
FAP	-0.6935552358627319	0.0031871695101267088	0.03644609241300628
EEA1	-0.6935736536979675	0.003186670657487778	0.03644609241300628
MGC39606	-0.6939825415611267	0.0031751970467923775	0.0363506567675614
HOXB1	-0.6945112943649292	0.003157238351790881	0.03616571428571429
DCBLD1	-0.6945898532867432	0.003153247530679437	0.03614065180102916
FARP1	-0.6947236061096191	0.0031477601516512023	0.03609839816933639
KIAA0247	-0.694774866104126	0.00314526588845655	0.036090440755581
ZNF654	-0.694932222366333	0.0031402773620672455	0.03605383734249714
LRRC43	-0.6952178478240967	0.003127806046093984	0.035931232091690544
KIAA1706	-0.6962817311286926	0.0030938840666467128	0.03556192660550459
LOC221442	-0.696364164352417	0.003089893245535269	0.0355364314400459
RALGPS1	-0.6965125799179077	0.0030864012770627555	0.0355166475315729
IDH1	-0.6966471672058105	0.0030789184874787986	0.03545089029293509
GJB2	-0.6967907547950745	0.0030749276663673553	0.03542528735632184
ZNF83	-0.6968508362770081	0.003072433403172703	0.0354169062679701
DKFZP434A0131	-0.6972152590751648	0.003062955203033024	0.035327963176064445
SLC12A2	-0.6982448697090149	0.003032525192058266	0.03499712147380541
ZNF589	-0.6984521746635437	0.0030275366656689613	0.03495967741935484
VEGF	-0.6986123323440552	0.003021550434001796	0.034910662824207496
LRRC37B	-0.6990172266960144	0.003013069939139978	0.034832756632064595
LOC158160	-0.6995827555656433	0.0029921181283048986	0.034610502019619155
KIAA0232	-0.6996159553527832	0.0029921181283048986	0.034610502019619155
ZNF69	-0.6997004747390747	0.002990122717749177	0.034610502019619155
EDN1	-0.7001723647117615	0.0029691709069140978	0.03440462427745665
SCYL2	-0.7002810835838318	0.0029666766437194455	0.0343956043956044
ST3GAL3	-0.7003573775291443	0.002963184675246932	0.034374999999999996
IFI44L	-0.7003653645515442	0.0029626858226080017	0.034374999999999996
WAS	-0.7004340291023254	0.0029606904120522796	0.034374999999999996
C14ORF151	-0.7004419565200806	0.0029601915594133494	0.034374999999999996
FAM62B	-0.7004850506782532	0.0029571984435797665	0.034374999999999996
DKFZP434C153	-0.700559139251709	0.0029537064751072534	0.03436448055716773
CLK2	-0.7006187438964844	0.0029517110645515313	0.03436120789779326
CHD4	-0.7006969451904297	0.0029502145066347403	0.03436120789779326
ACAA2	-0.7007125020027161	0.0029502145066347403	0.03436120789779326
UCKL1	-0.7007811665534973	0.002948717948717949	0.03436120789779326
RIPK1	-0.7011760473251343	0.00293923974857827	0.03429569266589057
DHCR7	-0.7014305591583252	0.002931756958994313	0.03422830518345952
IGFBP6	-0.7016279697418213	0.002925271874688217	0.03417249417249417
SAMD9	-0.701740562915802	0.0029222787588546345	0.03415743440233236
FNBP1	-0.7017843127250671	0.0029192856430210515	0.034142357059509916
WDR41	-0.7024179697036743	0.0029053177691309986	0.03399883245767659
IL8RA	-0.7024314403533936	0.0029048189164920684	0.03399883245767659
GYG2	-0.7024422883987427	0.002904320063853138	0.03399883245767659
FAM126A	-0.7028443217277527	0.002893345305796668	0.033918128654970764
LOC388397	-0.7030490040779114	0.0028878579267684326	0.03387361029842013
HMCN1	-0.7033488750457764	0.002879876284545545	0.033799765807962526
PCDHGA4	-0.7035578489303589	0.0028738900528783797	0.03374926772114821
PITPNM1	-0.7037807703018188	0.0028679038212112143	0.033698710433763185
MDC1	-0.7039101123809814	0.0028649107053776313	0.033683284457478
KIAA0506	-0.7039918899536133	0.002862416442182979	0.03367370892018779
SPRY2	-0.70423823595047	0.002855931357876883	0.033617146212566056
MKL2	-0.7043730020523071	0.0028494462735707874	0.03356051703877791
PHF20L1	-0.7045280933380127	0.002845954305098274	0.033539094650205756
SNX7	-0.7047238945960999	0.002840466926070039	0.03349411764705883
IFIH1	-0.7054023146629333	0.002818018557318168	0.03324896998234255
AMIGO2	-0.7057281732559204	0.00280903920981742	0.033162544169611306
IL32	-0.7058839201927185	0.002802554125511324	0.03310548025928108
USP32	-0.7059963345527649	0.002799561009677741	0.03308962264150943
RAMP3	-0.705998957157135	0.002799561009677741	0.03308962264150943
VDR	-0.7062740921974182	0.002792577072732715	0.03304604486422668
EFNA4	-0.7064051032066345	0.002790581662176993	0.03304193738924985
NBPF14	-0.7064706683158875	0.002789583956899132	0.03304193738924985
CTGF	-0.7068146467208862	0.002778609198842662	0.03293908929627439
RHPN2	-0.7068560719490051	0.0027771126409258705	0.03293908929627439
CDK5RAP2	-0.7070059776306152	0.0027726229671754966	0.03290704558910598
ATXN7L3	-0.7074229121208191	0.0027596527985633045	0.03277251184834123
ZSWIM3	-0.7076267600059509	0.0027541654195350693	0.03272673384706579
CORO1C	-0.7078912258148193	0.0027466826299511124	0.032657176749703434
APLP2	-0.7078914642333984	0.0027466826299511124	0.032657176749703434
UGT1A10	-0.7078946232795715	0.0027461837773121818	0.032657176749703434
AP4M1	-0.7085726857185364	0.002729721640227477	0.03251336898395722
MAPK1	-0.7087668180465698	0.002723735408560311	0.032461355529131986
TMCO2	-0.7092018723487854	0.0027122617978649105	0.032343842950624625
JAG1	-0.7093340158462524	0.002707273271475606	0.03230357142857143
ANKRD12	-0.7095062732696533	0.0027007881871695103	0.032245384157236455
AGRP	-0.7095406651496887	0.002699291629252719	0.032245384157236455
BTN2A1	-0.7098169922828674	0.0026943031028634143	0.03220632081097198
LOC150759	-0.7100768089294434	0.0026878180185573182	0.03214797136038187
NUSAP1	-0.7101963758468628	0.0026838271974458745	0.03211940298507463
C10ORF85	-0.7103563547134399	0.00267883867105657	0.03207885304659498
ADAM10	-0.7104999423027039	0.0026763444078619176	0.032068141063956966
SLC17A7	-0.7105273008346558	0.0026763444078619176	0.032068141063956966
PCTK2	-0.7107887268066406	0.0026698593235558216	0.032028725314183125
KIRREL	-0.7110148072242737	0.002663873091888656	0.03197604790419162
SPHK1	-0.7111039161682129	0.002661378828694004	0.03196524865188736
FNDC6	-0.7114759087562561	0.002648408660081812	0.03182853717026379
HTRA4	-0.7115217447280884	0.0026469121021650203	0.03182853717026379
RDS	-0.7119851112365723	0.0026359373441085503	0.03171668667466987
LOC196264	-0.7123569846153259	0.002621470617579567	0.03156156156156156
IL22RA1	-0.7123953700065613	0.0026209717649406366	0.03156156156156156
CCNI	-0.7124557495117188	0.002619475207023845	0.03156156156156156
STXBP3	-0.7127327919006348	0.0026134889753566797	0.031522262334536706
ATP7A	-0.7129104137420654	0.002608500448967375	0.031481035520770626
LOC285986	-0.7129876613616943	0.002605507333133792	0.03146385542168675
MKL1	-0.7131849527359009	0.0026010176593834183	0.03142857142857143
ZFYVE9	-0.7132619619369507	0.002598523396188766	0.03141737032569361
ZNF701	-0.7138134837150574	0.0025835578170208522	0.03125528062764032
S100P	-0.7141494154930115	0.0025740796168811733	0.031159420289855074
R3HDML	-0.714492917060852	0.002564102564102564	0.03105740181268882
TRAFD1	-0.7146328687667847	0.002561109448268981	0.031039903264812575
FLJ10154	-0.7152416706085205	0.002550134690212511	0.030925589836660616
HSPG2	-0.7154109477996826	0.0025486381322957197	0.030925589836660616
AAA1	-0.7157812714576721	0.0025396587847949714	0.030835857056329494
TP73L	-0.7158017158508301	0.002539159932156041	0.030835857056329494
ITM2B	-0.7158083319664001	0.0025386610795171106	0.030835857056329494
CIC	-0.7162932753562927	0.002526189763543849	0.030728155339805826
CDK2	-0.7165555953979492	0.0025212012371545445	0.030686095931997573
TTK	-0.7168159484863281	0.002515215005487379	0.030631834750911302
CLDN4	-0.71697998046875	0.0025092287738202137	0.030577507598784196
DHRS8	-0.7171107530593872	0.0025067345106255614	0.030565693430656935
CYFIP1	-0.717242956161499	0.002501247131597326	0.030517346317711504
FAM83B	-0.7173102498054504	0.002498752868402674	0.030505481120584654
LMBR1L	-0.7173281908035278	0.002497755163124813	0.030505481120584654
MELK	-0.7174782752990723	0.002492267784096578	0.03046341463414634
IRX4	-0.7175257205963135	0.0024917689314576472	0.03046341463414634
ZFYVE21	-0.717684268951416	0.0024852838471515516	0.030415140415140415
PCDHGB5	-0.7182367444038391	0.0024768033522897335	0.03032987171655467
SP6	-0.7184702754020691	0.0024703182679836374	0.03026894865525672
ECM2	-0.7188342213630676	0.0024618377731218197	0.03018348623853211
SEMA3C	-0.7188783884048462	0.002459842362566098	0.03017747858017136
EDD1	-0.7188845872879028	0.002459842362566098	0.03017747858017136
KIAA0467	-0.7189817428588867	0.0024553526888157237	0.030159313725490192
SNX6	-0.7192329168319702	0.0024473710465928366	0.0300797057020233
TNS1	-0.719386100769043	0.0024418836675646014	0.030030674846625766
WBSCR17	-0.719500720500946	0.002439389404369949	0.03001841620626151
LOC641799	-0.7207554578781128	0.002409957098673052	0.02967444717444717
DNAPTP6	-0.721124529838562	0.002398483487977651	0.02955132145052243
FASTK	-0.7212508916854858	0.0023934949615883466	0.029507995079950795
RBPMS	-0.7215268015861511	0.0023890052878379727	0.02947076923076923
KIF15	-0.7216173410415649	0.0023865110246433204	0.029458128078817734
SVIL	-0.7216323018074036	0.0023860121720043898	0.029458128078817734
GLUD2	-0.7218368053436279	0.0023795270876982937	0.029408138101109736
USP43	-0.7218868136405945	0.002378529382420433	0.029408138101109736
LOC388610	-0.7219723463058472	0.0023765339718647112	0.029407407407407406
DTX2	-0.7220751643180847	0.002374039708670059	0.02939468807906115
PJA1	-0.7223455905914307	0.002367554624363963	0.029332509270704573
ERBB2IP	-0.7229348421096802	0.0023520901925571185	0.02915893630179344
SUSD1	-0.7231283783912659	0.0023495959293624662	0.029146039603960394
C22ORF23	-0.7234503626823425	0.0023401177292227877	0.02904643962848297
JUB	-0.723784863948822	0.0023366257607502746	0.029021065675340768
RP11-38L15.1	-0.723953902721405	0.002332634939638831	0.028989460632362057
RPS21	-0.7241150736808777	0.002329641823805248	0.028970223325062033
SLC39A13	-0.7241321802139282	0.0023281452658884564	0.02896958410924891
HERC4	-0.7241452932357788	0.0023281452658884564	0.02896958410924891
C6ORF114	-0.7244442701339722	0.0023216601815823604	0.028924798011187067
FLJ31568	-0.7245161533355713	0.0023201636236655694	0.02892412935323383
KIAA1240	-0.724560558795929	0.0023201636236655694	0.02892412935323383
LOC642548	-0.7247977256774902	0.0023131796867205427	0.02887297633872976
TMEM16F	-0.7250853180885315	0.0023066946024144466	0.028809968847352027
RP11-298P3.3	-0.7253157496452332	0.002301207223386212	0.028759351620947636
DNASE1	-0.7260282635688782	0.002287738202135089	0.02860885839051778
UCK1	-0.7264357805252075	0.002278758854634341	0.028514357053682896
PLEKHA5	-0.726520836353302	0.0022762645914396885	0.028500936914428482
DDEFL1	-0.7266668677330017	0.0022727726229671754	0.028475
INSL3	-0.7269148826599121	0.0022662875386610794	0.028411507191994995
GON4L	-0.7269729375839233	0.0022662875386610794	0.028411507191994995
LRRC32	-0.7270538806915283	0.002263793275466427	0.028411507191994995
TJP1	-0.7270916104316711	0.002263793275466427	0.028411507191994995
RPS6KA3	-0.7275253534317017	0.002252818517409957	0.028313479623824453
COL3A1	-0.7275970578193665	0.0022508231068542354	0.02830614805520703
PIK4CA	-0.7278111577033997	0.0022438391699092087	0.028236032642812305
MST101	-0.7278248071670532	0.0022438391699092087	0.028236032642812305
C9ORF103	-0.7278926372528076	0.0022438391699092087	0.028236032642812305
FAM91A2	-0.7282871603965759	0.0022338621171305996	0.02816352201257862
NR6A1	-0.7285895347595215	0.0022263793275466427	0.028086847073631217
SPATA20	-0.7292088866233826	0.002207921779906216	0.027871536523929475
GLRX	-0.7293583750724792	0.002204928664072633	0.027851291745431633
HP1BP3	-0.7293709516525269	0.0022034321061558415	0.027849936948297602
SLC7A7	-0.7299333810806274	0.002189963084904719	0.02769716088328076
BTBD10	-0.7300497889518738	0.0021869699690711362	0.027676767676767675
JARID1A	-0.7300596237182617	0.0021859722637932754	0.027676767676767675
LGALS3BP	-0.730078935623169	0.002184475705876484	0.027676767676767675
ARHGEF18	-0.7302764058113098	0.0021814825900429015	0.02765970904490829
C10ORF54	-0.7303773164749146	0.0021794871794871794	0.027651898734177213
PLEKHF2	-0.7304948568344116	0.0021754963583757356	0.027618746041798606
DOCK5	-0.7306447625160217	0.002172503242542153	0.027598225602027886
C14ORF70	-0.7306536436080933	0.002172503242542153	0.027598225602027886
ITGB8	-0.7309278845787048	0.0021680135687917788	0.027576142131979692
PLEKHG6	-0.7311034798622131	0.002163523895041405	0.02753650793650794
SERPINB13	-0.7314267158508301	0.002156041105457448	0.027458703939008896
CIDEC	-0.7323849201202393	0.002134590441983438	0.027202797202797203
ANLN	-0.7326062917709351	0.0021296019155941336	0.027156488549618323
SLC12A4	-0.7326773405075073	0.0021276065050384115	0.027148313176320812
TAX1BP3	-0.7328551411628723	0.002124613389204829	0.027127388535031847
RTKN	-0.7330858111381531	0.0021186271575376636	0.02706819630337795
C21ORF113	-0.7331224083900452	0.002118128304898733	0.02706819630337795
BCL2L1	-0.7331840991973877	0.0021166317469819415	0.02706819630337795
KATNAL1	-0.7335591316223145	0.002107652399481193	0.02697956577266922
MUM1	-0.7338161468505859	0.002103162725730819	0.02693929712460064
EBF3	-0.7342281341552734	0.002092187967674349	0.02681585677749361
FLJ41603	-0.7348500490188599	0.002080215504340018	0.026679462571976967
LOC644943	-0.7349150776863098	0.0020787189464232265	0.02667733674775928
S100A7	-0.7349161505699158	0.0020787189464232265	0.02667733674775928
C6ORF148	-0.7352952361106873	0.0020722338621171304	0.026628205128205126
OSMR	-0.7358524203300476	0.0020602613987827996	0.026491340602950608
CALM1	-0.7360059022903442	0.0020572682829492167	0.026469833119383824
TNFAIP8L1	-0.7360923886299133	0.002055272872393495	0.026461143224149004
C7ORF20	-0.7362570762634277	0.0020537763144767036	0.026458868894601542
CDC42BPA	-0.7363027930259705	0.002052279756559912	0.02645659163987138
DDHD2	-0.7364187240600586	0.00204978549336526	0.02644144144144144
ROD1	-0.736819326877594	0.0020408061458645115	0.026342562781712812
AXL	-0.7369475364685059	0.0020398084405866507	0.026342562781712812
CTSL2	-0.737014651298523	0.002037813030030929	0.02633784655061251
C14ORF4	-0.7372668981552124	0.0020323256510026938	0.026283870967741933
FEZ1	-0.7375718951225281	0.002027337124613389	0.026236281471917366
KIAA0101	-0.7375896573066711	0.0020268382719744586	0.026236281471917366
ZDHHC7	-0.7380464673042297	0.002020852040307293	0.026186166774402067
STYK1	-0.7380520105361938	0.002020852040307293	0.026186166774402067
MESP2	-0.7382286190986633	0.00201736007183478	0.0261747572815534
DEDD	-0.7382993102073669	0.002016362366556919	0.0261747572815534
LOC284014	-0.7383160591125488	0.0020153646612790584	0.0261747572815534
CDC42	-0.7383722066879272	0.0020148658086401277	0.0261747572815534
IRX5	-0.7395218014717102	0.001990422029332535	0.025892277741726148
HMOX1	-0.739597737789154	0.0019889254714157436	0.025889610389610386
ZNF273	-0.7397987246513367	0.0019844357976653696	0.025847953216374266
HK1	-0.7399889826774597	0.0019819415344707173	0.02583224967490247
CDRT4	-0.740362823009491	0.001971964481692108	0.02571893298633702
MMP10	-0.7404778003692627	0.001968472513219595	0.025690104166666665
C9ORF3	-0.7407189607620239	0.00196298513419136	0.02563517915309446
POLE	-0.740771472454071	0.0019604908709967075	0.02561929595827901
GALE	-0.7411220669746399	0.0019560011972463336	0.025577299412915852
NBPF11	-0.7411852478981018	0.0019550034919684723	0.025577299412915852
KCTD10	-0.7412461638450623	0.0019540057866906115	0.025577299412915852
ELK3	-0.7413146495819092	0.0019520103761348898	0.02557516339869281
LOC149832	-0.7413623332977295	0.001950014965579168	0.02556572923479398
RPRC1	-0.7415202856063843	0.0019465229971066546	0.025536649214659684
TAOK1	-0.7415280342102051	0.0019465229971066546	0.025536649214659684
BRCC2	-0.7419981956481934	0.0019370447969669759	0.025445609436435125
KIAA1718	-0.7421884536743164	0.0019345505337723236	0.025429508196721313
KRT16	-0.7424215078353882	0.00193055971266088	0.02539370078740158
UGP2	-0.742561936378479	0.001929562007383019	0.02539370078740158
SERPINA3	-0.7427021861076355	0.0019290631547440886	0.02539370078740158
RGNEF	-0.7427312135696411	0.0019275665968272971	0.02539370078740158
RAI1	-0.7430459856987	0.0019230769230769232	0.025361842105263162
LOC641522	-0.7432330250740051	0.001918587249326549	0.025319289005924953
CYP4F11	-0.7435197830200195	0.0019116033123815226	0.025243741765480898
LOC646144	-0.7439574003219604	0.0019016262596029134	0.02512854317732367
C9ORF25	-0.7441056966781616	0.0018986331437693305	0.025105540897097624
TGFA	-0.7442025542259216	0.001894642322657887	0.02506930693069307
KIAA1913	-0.7443013191223145	0.001892646912102165	0.025059445178335537
RTCD1	-0.744391679763794	0.0018901526489075128	0.025042961004626572
CXORF23	-0.7447958588600159	0.0018841664172403471	0.02498015873015873
LMBRD1	-0.7449249029159546	0.001880674448767834	0.02495036399735275
ZNF665	-0.7449646592140198	0.0018791778908510426	0.02494701986754967
LOC51149	-0.7452396154403687	0.0018726928065449465	0.02487740225314778
AP1GBP1	-0.7455607652664185	0.0018662077222388507	0.02480769230769231
LOC400410	-0.7456377744674683	0.0018637134590441984	0.024790975447909758
FBXL18	-0.7456883192062378	0.0018617180484884765	0.024780876494023905
TRIM16	-0.7456950545310974	0.0018612191958495461	0.024780876494023905
EMB	-0.7457923293113708	0.001860221490571685	0.024780876494023905
RAET1E	-0.7458521127700806	0.001856729522099172	0.024763805721889555
GLTP	-0.746006429195404	0.0018552329641823805	0.024760319573901464
MGC13005	-0.7460616230964661	0.0018542352589045197	0.024760319573901464
SLC2A3	-0.7469746470451355	0.0018367754165419534	0.024546666666666665
PHACTR2	-0.7471761703491211	0.0018342811533473011	0.024529686457638426
LOC129607	-0.7474679946899414	0.001830789184874788	0.02449933244325768
ATP9B	-0.747693657875061	0.0018272972164022749	0.024468937875751506
TMEPAI	-0.7477260231971741	0.0018267983637633442	0.024468937875751506
JMJD1C	-0.7479825615882874	0.0018208121320961788	0.024414715719063545
ATG7	-0.7484160661697388	0.001813329342512222	0.02433065595716198
SBEM	-0.7486333250999451	0.0018118327845954305	0.024326858673811118
PTPN23	-0.7487439513206482	0.001810336226678639	0.024323056300268094
BTBD14A	-0.7487673163414001	0.0018098373740397086	0.024323056300268094
TPM1	-0.7490385174751282	0.001805846552928265	0.02429530201342282
LOC146439	-0.7492884397506714	0.001801356879177891	0.02425117528542646
TRAM2	-0.7493059635162354	0.001801356879177891	0.02425117528542646
RPS6KC1	-0.7498942613601685	0.001792876384316073	0.024169468728984532
DKFZP762H185	-0.7499467134475708	0.0017918786790382122	0.024169468728984532
LOC643201	-0.7502046823501587	0.0017883867105656988	0.02414141414141414
CAMK2G	-0.7502979040145874	0.0017843958894542553	0.02410377358490566
EPAS1	-0.7503529191017151	0.0017833981841763942	0.02410377358490566
GSDML	-0.7505788207054138	0.0017764142472313678	0.02402834008097166
TFAP2A	-0.7506328821182251	0.0017759153945924374	0.02402834008097166
MARK3	-0.7513498663902283	0.0017604509627855932	0.023844594594594596
IL15	-0.7515390515327454	0.0017554624363962886	0.023793103448275864
RUFY3	-0.7516092658042908	0.0017524693205627057	0.023768606224627873
COPA	-0.751975417137146	0.0017479796468123315	0.023723764387271494
LOC283130	-0.7526324987411499	0.0017360071834780005	0.02357723577235772
SOCS6	-0.752711296081543	0.00173550833083907	0.02357723577235772
DKFZP667E0512	-0.7527601718902588	0.0017350094782001397	0.02357723577235772
MPP5	-0.753139317035675	0.001730020951810835	0.023543788187372707
PTPN14	-0.7531840205192566	0.0017285243938940436	0.02353940217391304
TNFSF10	-0.7538055777549744	0.0017195450463932955	0.023433038749150238
CPA4	-0.7539279460906982	0.0017165519305597126	0.02340816326530612
WNT5A	-0.7548137307167053	0.0017015863513917988	0.023219877467665077
GGCX	-0.755069375038147	0.001697595530280355	0.023181198910081743
MIXL1	-0.755660891532898	0.0016871196248628155	0.02305385139740968
SYNJ1	-0.7558186650276184	0.0016861219195849547	0.02305385139740968
RYBP	-0.756280243396759	0.0016791379826399282	0.022976109215017065
CAST	-0.7563124895095825	0.0016786391300009978	0.022976109215017065
CALCOCO2	-0.756682276725769	0.001673650603611693	0.022932330827067665
MDS1	-0.7567174434661865	0.001673650603611693	0.022932330827067665
GCNT1	-0.7577014565467834	0.001654195350693405	0.02269678302532512
UNC45A	-0.7579262852668762	0.001649705676943031	0.022650684931506848
NIPBL	-0.7579795122146606	0.001649705676943031	0.022650684931506848
WDR13	-0.758650541305542	0.0016392297715254914	0.022537722908093277
WDR48	-0.7588797211647034	0.001633243539858326	0.02247083047357584
TAZ	-0.7598171830177307	0.0016177791080514816	0.022273351648351647
OPHN1	-0.759955883026123	0.0016157836974957597	0.022261168384879723
SLC35E4	-0.7603680491447449	0.0016053077920782201	0.022132049518569463
CAMK2N1	-0.7604613900184631	0.001604310086800359	0.022132049518569463
GFPT1	-0.7610334157943726	0.0015973261498553328	0.022052341597796142
TLK2	-0.7616909146308899	0.001586850244437793	0.021922811853893862
RUSC1	-0.7618928551673889	0.0015838571286042103	0.02189655172413793
BAZ2B	-0.7620200514793396	0.001581362865409558	0.021877156659765355
C8B	-0.7623807191848755	0.0015733812231866707	0.02178176795580111
MCTP2	-0.762566864490509	0.0015708869599920185	0.021762266758811336
SLC31A2	-0.7626230120658875	0.0015703881073530878	0.021762266758811336
RANBP2	-0.7627105712890625	0.0015688915494362966	0.021762266758811336
BTN2A2	-0.7628104090690613	0.0015678938441584355	0.021762266758811336
TRIP12	-0.763062059879303	0.0015624064651302005	0.021704781704781708
H1F0	-0.7631862163543701	0.0015604110545744787	0.02169209431345354
RCOR3	-0.7633759379386902	0.0015569190861019655	0.021658570437196396
PPP2R5B	-0.763449490070343	0.0015549236755462437	0.021645833333333336
KIAA0500	-0.7637490034103394	0.0015479397386012172	0.021563585823488534
RGPD5	-0.7638075351715088	0.0015469420333233564	0.021563585823488534
ATP7B	-0.7638409733772278	0.0015469420333233564	0.021563585823488534
KRT19	-0.7640016078948975	0.0015439489174897735	0.02155292479108635
YTHDC1	-0.7640445232391357	0.001543450064850843	0.02155292479108635
LOC653105	-0.7645995616912842	0.0015339718647111643	0.021443514644351465
TMEM145	-0.7648242712020874	0.0015289833383218597	0.021388695045359386
EMP2	-0.7651483416557312	0.0015254913698493466	0.02135474860335196
RASAL2	-0.7653303146362305	0.0015229971066546943	0.02133473095737247
CD24	-0.7654840350151062	0.001519505138182181	0.0213006993006993
NEK8	-0.7655349969863892	0.0015190062855432505	0.0213006993006993
TMEM44	-0.7662855982780457	0.0015100269380425022	0.02119747899159664
CTDSP1	-0.7665348052978516	0.0015015464431806845	0.021093202522775054
DKFZP547L112	-0.7667171359062195	0.001500049885263893	0.02108695652173913
VLDLR	-0.7670655846595764	0.0014900728324852839	0.02096140350877193
ZXDC	-0.7673102617263794	0.0014855831587349097	0.020912921348314607
MKNK2	-0.767642080783844	0.0014835877481791878	0.02089950808151792
ZNF226	-0.7677134275436401	0.001481592337623466	0.02088607594936709
AKR1C1	-0.7680312395095825	0.001476104958595231	0.020823363828289938
NEK7	-0.7685163617134094	0.001468622169011274	0.020732394366197185
CENPF	-0.7689894437789917	0.0014626359373441085	0.02066243833685694
FAM45B	-0.7692155241966248	0.0014591439688715954	0.020627644569816642
PKP1	-0.7697866559028625	0.0014516611792876385	0.0205363443895554
NBPF10	-0.7699146270751953	0.001446672652898334	0.020480225988700567
KIAA1109	-0.7700386047363281	0.0014441783897036816	0.020459363957597173
KCTD9	-0.7706204652786255	0.0014386910106754464	0.020396039603960397
MT1E	-0.7707619667053223	0.001438192158036516	0.020396039603960397
MGLL	-0.7709836959838867	0.0014342013369250722	0.020361189801699715
RP11-262H14.4	-0.77101731300354	0.0014337024842861418	0.020361189801699715
CHD8	-0.7710325121879578	0.0014337024842861418	0.020361189801699715
GALNT4	-0.7713881134986877	0.0014292128105357676	0.020333569907735983
APAF1	-0.7714523673057556	0.0014277162526189764	0.020326704545454547
CHMP1B	-0.7715879082679749	0.0014252219894243241	0.020305614783226723
LOC653326	-0.7716609239578247	0.0014237254315075326	0.02029871977240398
LOC441150	-0.7722406387329102	0.0014162426419235758	0.02020640569395018
MMP2	-0.7722923159599304	0.0014147460840067843	0.0201994301994302
NEK1	-0.7726805806159973	0.0014092587049785493	0.020135424091233072
CCDC33	-0.7729935646057129	0.0014057667365060362	0.020099857346647647
RBM33	-0.7731943130493164	0.0014017759153945924	0.020057102069950036
MGC15523	-0.7736535668373108	0.0013937942731717052	0.019957142857142857
PEX11G	-0.7739660739898682	0.0013913000099770529	0.01993566833452466
FLJ30092	-0.7740461826324463	0.001389304599421331	0.019921316165951358
PLEKHQ1	-0.774137556552887	0.0013888057467824006	0.019921316165951358
IGHMBP2	-0.7743980884552002	0.0013853137783098872	0.019892550143266474
TPM4	-0.7744106650352478	0.0013848149256709568	0.019892550143266474
HRB	-0.7746068835258484	0.0013833183677541654	0.019892395982783355
BCL2L2	-0.7747325897216797	0.001380824104559513	0.01987078248384781
GBP2	-0.7753635048866272	0.0013718447570587647	0.01975574712643678
PRKAB2	-0.7755259275436401	0.001369849346503043	0.0197411933860532
BCMO1	-0.7755696177482605	0.001368851641225182	0.0197410071942446
LRP11	-0.7756142020225525	0.0013683527885862516	0.0197410071942446
GLIS2	-0.7773351669311523	0.0013439090092786591	0.01940922190201729
SSH1	-0.7778716683387756	0.001337423924972563	0.019329488103821197
TLK1	-0.7780311703681946	0.0013334331038611193	0.019285714285714285
